index,value,is_one,rolling_density_ones
3957,2,0,0.5
3958,2,0,0.5
3959,1,1,0.5
3960,1,1,0.505
3961,2,0,0.505
3962,1,1,0.505
3963,1,1,0.505
3964,2,0,0.505
3965,2,0,0.5
3966,1,1,0.5
3967,2,0,0.5
3968,1,1,0.5
3969,1,1,0.505
3970,2,0,0.505
3971,1,1,0.505
3972,2,0,0.505
3973,2,0,0.505
3974,1,1,0.505
3975,2,0,0.5
3976,2,0,0.5
3977,1,1,0.5
3978,1,1,0.505
3979,2,0,0.505
3980,1,1,0.505
3981,1,1,0.51
3982,2,0,0.505
3983,1,1,0.505
3984,2,0,0.505
3985,2,0,0.5
3986,1,1,0.5
3987,1,1,0.505
3988,2,0,0.505
3989,1,1,0.505
3990,1,1,0.51
3991,2,0,0.51
3992,2,0,0.505
3993,1,1,0.505
3994,2,0,0.505
3995,2,0,0.5
3996,1,1,0.505
3997,2,0,0.505
3998,1,1,0.505
3999,1,1,0.51
4000,2,0,0.505
4001,1,1,0.505
4002,2,0,0.505
4003,2,0,0.505
4004,1,1,0.505
4005,1,1,0.51
4006,2,0,0.51
4007,1,1,0.51
4008,1,1,0.515
4009,2,0,0.51
4010,2,0,0.505
4011,1,1,0.51
4012,2,0,0.505
4013,1,1,0.505
4014,1,1,0.51
4015,2,0,0.51
4016,1,1,0.51
4017,1,1,0.515
4018,2,0,0.51
4019,2,0,0.505
4020,1,1,0.51
4021,2,0,0.505
4022,2,0,0.505
4023,1,1,0.51
4024,2,0,0.505
4025,1,1,0.51
4026,1,1,0.515
4027,2,0,0.51
4028,1,1,0.51
4029,2,0,0.51
4030,2,0,0.505
4031,1,1,0.505
4032,1,1,0.51
4033,2,0,0.505
4034,1,1,0.51
4035,1,1,0.515
4036,2,0,0.51
4037,1,1,0.51
4038,2,0,0.51
4039,2,0,0.505
4040,1,1,0.505
4041,2,0,0.505
4042,2,0,0.505
4043,1,1,0.505
4044,1,1,0.51
4045,2,0,0.505
4046,1,1,0.505
4047,2,0,0.505
4048,2,0,0.5
4049,1,1,0.505
4050,2,0,0.505
4051,1,1,0.505
4052,1,1,0.51
4053,2,0,0.51
4054,1,1,0.51
4055,1,1,0.51
4056,2,0,0.51
4057,2,0,0.505
4058,1,1,0.505
4059,2,0,0.505
4060,2,0,0.505
4061,1,1,0.505
4062,1,1,0.51
4063,2,0,0.505
4064,1,1,0.505
4065,2,0,0.505
4066,2,0,0.5
4067,1,1,0.5
4068,2,0,0.5
4069,1,1,0.505
4070,1,1,0.505
4071,2,0,0.505
4072,2,0,0.505
4073,1,1,0.505
4074,2,0,0.505
4075,2,0,0.5
4076,1,1,0.5
4077,2,0,0.5
4078,1,1,0.505
4079,1,1,0.505
4080,2,0,0.505
4081,1,1,0.51
4082,1,1,0.51
4083,2,0,0.505
4084,2,0,0.505
4085,1,1,0.505
4086,2,0,0.505
4087,1,1,0.51
4088,1,1,0.51
4089,2,0,0.51
4090,1,1,0.51
4091,2,0,0.505
4092,2,0,0.505
4093,1,1,0.505
4094,2,0,0.5
4095,2,0,0.5
4096,1,1,0.505
4097,1,1,0.505
4098,2,0,0.505
4099,1,1,0.505
4100,1,1,0.505
4101,2,0,0.505
4102,1,1,0.505
4103,2,0,0.505
4104,2,0,0.505
4105,1,1,0.505
4106,1,1,0.505
4107,2,0,0.505
4108,1,1,0.505
4109,1,1,0.505
4110,2,0,0.505
4111,2,0,0.5
4112,1,1,0.505
4113,2,0,0.505
4114,1,1,0.505
4115,1,1,0.51
4116,2,0,0.505
4117,1,1,0.505
4118,2,0,0.505
4119,2,0,0.505
4120,1,1,0.505
4121,2,0,0.505
4122,2,0,0.505
4123,1,1,0.505
4124,1,1,0.505
4125,2,0,0.505
4126,1,1,0.505
4127,2,0,0.505
4128,2,0,0.505
4129,1,1,0.505
4130,2,0,0.505
4131,1,1,0.51
4132,1,1,0.51
4133,2,0,0.505
4134,2,0,0.505
4135,1,1,0.505
4136,2,0,0.5
4137,2,0,0.5
4138,1,1,0.5
4139,2,0,0.5
4140,1,1,0.505
4141,1,1,0.505
4142,2,0,0.505
4143,1,1,0.505
4144,1,1,0.505
4145,2,0,0.505
4146,2,0,0.505
4147,1,1,0.505
4148,2,0,0.505
4149,2,0,0.505
4150,1,1,0.505
4151,1,1,0.505
4152,2,0,0.505
4153,1,1,0.505
4154,2,0,0.5
4155,2,0,0.5
4156,1,1,0.5
4157,2,0,0.5
4158,1,1,0.505
4159,1,1,0.505
4160,2,0,0.5
4161,2,0,0.5
4162,1,1,0.5
4163,2,0,0.495
4164,2,0,0.495
4165,1,1,0.5
4166,2,0,0.495
4167,1,1,0.5
4168,1,1,0.5
4169,2,0,0.495
4170,1,1,0.5
4171,2,0,0.495
4172,2,0,0.495
4173,1,1,0.5
4174,1,1,0.5
4175,2,0,0.5
4176,1,1,0.505
4177,1,1,0.505
4178,2,0,0.5
4179,2,0,0.5
4180,1,1,0.5
4181,2,0,0.495
4182,2,0,0.495
4183,1,1,0.495
4184,2,0,0.495
4185,1,1,0.5
4186,1,1,0.5
4187,2,0,0.495
4188,2,0,0.495
4189,1,1,0.495
4190,2,0,0.49
4191,2,0,0.49
4192,1,1,0.495
4193,1,1,0.495
4194,2,0,0.495
4195,1,1,0.5
4196,2,0,0.495
4197,2,0,0.495
4198,1,1,0.495
4199,2,0,0.49
4200,1,1,0.495
4201,1,1,0.495
4202,2,0,0.495
4203,1,1,0.5
4204,1,1,0.5
4205,2,0,0.495
4206,2,0,0.495
4207,1,1,0.495
4208,2,0,0.49
4209,2,0,0.49
4210,1,1,0.495
4211,1,1,0.495
4212,2,0,0.495
4213,1,1,0.495
4214,2,0,0.49
4215,2,0,0.49
4216,1,1,0.49
4217,2,0,0.485
4218,2,0,0.485
4219,1,1,0.49
4220,1,1,0.49
4221,2,0,0.49
4222,1,1,0.495
4223,1,1,0.495
4224,2,0,0.495
4225,1,1,0.495
4226,2,0,0.49
4227,2,0,0.49
4228,1,1,0.49
4229,1,1,0.495
4230,2,0,0.495
4231,1,1,0.495
4232,1,1,0.495
4233,2,0,0.495
4234,2,0,0.49
4235,1,1,0.49
4236,2,0,0.49
4237,1,1,0.49
4238,1,1,0.495
4239,2,0,0.495
4240,1,1,0.495
4241,2,0,0.495
4242,2,0,0.495
4243,1,1,0.495
4244,2,0,0.49
4245,2,0,0.49
4246,1,1,0.49
4247,1,1,0.495
4248,2,0,0.495
4249,1,1,0.495
4250,1,1,0.5
4251,2,0,0.495
4252,1,1,0.495
4253,2,0,0.495
4254,2,0,0.49
4255,1,1,0.49
4256,1,1,0.495
4257,2,0,0.495
4258,1,1,0.495
4259,1,1,0.5
4260,2,0,0.5
4261,2,0,0.495
4262,1,1,0.495
4263,2,0,0.495
4264,2,0,0.49
4265,1,1,0.495
4266,2,0,0.495
4267,1,1,0.495
4268,1,1,0.5
4269,2,0,0.495
4270,1,1,0.495
4271,2,0,0.495
4272,2,0,0.495
4273,1,1,0.495
4274,1,1,0.5
4275,2,0,0.5
4276,1,1,0.5
4277,1,1,0.505
4278,2,0,0.5
4279,2,0,0.495
4280,1,1,0.5
4281,2,0,0.495
4282,1,1,0.495
4283,1,1,0.5
4284,2,0,0.5
4285,1,1,0.5
4286,1,1,0.505
4287,2,0,0.5
4288,2,0,0.495
4289,1,1,0.5
4290,2,0,0.495
4291,2,0,0.495
4292,1,1,0.5
4293,2,0,0.495
4294,1,1,0.5
4295,1,1,0.505
4296,2,0,0.5
4297,2,0,0.495
4298,1,1,0.5
4299,2,0,0.495
4300,2,0,0.49
4301,1,1,0.495
4302,1,1,0.495
4303,2,0,0.495
4304,1,1,0.5
4305,1,1,0.5
4306,2,0,0.495
4307,1,1,0.5
4308,2,0,0.495
4309,2,0,0.49
4310,1,1,0.495
4311,2,0,0.495
4312,2,0,0.49
4313,1,1,0.495
4314,1,1,0.495
4315,2,0,0.49
4316,1,1,0.495
4317,2,0,0.49
4318,2,0,0.49
4319,1,1,0.495
4320,2,0,0.49
4321,1,1,0.495
4322,1,1,0.5
4323,2,0,0.495
4324,2,0,0.49
4325,1,1,0.495
4326,2,0,0.49
4327,2,0,0.49
4328,1,1,0.495
4329,1,1,0.495
4330,2,0,0.495
4331,1,1,0.495
4332,1,1,0.495
4333,2,0,0.495
4334,1,1,0.5
4335,2,0,0.495
4336,2,0,0.495
4337,1,1,0.5
4338,1,1,0.5
4339,2,0,0.5
4340,1,1,0.5
4341,1,1,0.5
4342,2,0,0.5
4343,2,0,0.495
4344,1,1,0.495
4345,2,0,0.495
4346,1,1,0.5
4347,1,1,0.5
4348,2,0,0.5
4349,1,1,0.505
4350,1,1,0.505
4351,2,0,0.5
4352,2,0,0.5
4353,1,1,0.5
4354,2,0,0.5
4355,2,0,0.5
4356,1,1,0.5
4357,1,1,0.505
4358,2,0,0.5
4359,1,1,0.5
4360,2,0,0.5
4361,2,0,0.5
4362,1,1,0.5
4363,2,0,0.5
4364,1,1,0.505
4365,1,1,0.505
4366,2,0,0.505
4367,1,1,0.505
4368,1,1,0.505
4369,2,0,0.505
4370,2,0,0.5
4371,1,1,0.505
4372,2,0,0.505
4373,2,0,0.5
4374,1,1,0.5
4375,2,0,0.5
4376,1,1,0.5
4377,1,1,0.5
4378,2,0,0.5
4379,2,0,0.5
4380,1,1,0.5
4381,2,0,0.5
4382,2,0,0.5
4383,1,1,0.5
4384,1,1,0.505
4385,2,0,0.5
4386,1,1,0.5
4387,2,0,0.5
4388,2,0,0.5
4389,1,1,0.5
4390,2,0,0.5
4391,2,0,0.5
4392,1,1,0.5
4393,1,1,0.5
4394,2,0,0.5
4395,1,1,0.5
4396,1,1,0.505
4397,2,0,0.505
4398,2,0,0.5
4399,1,1,0.505
4400,2,0,0.5
4401,1,1,0.5
4402,1,1,0.505
4403,2,0,0.5
4404,1,1,0.5
4405,2,0,0.5
4406,2,0,0.5
4407,1,1,0.5
4408,1,1,0.505
4409,2,0,0.505
4410,1,1,0.505
4411,1,1,0.505
4412,2,0,0.505
4413,1,1,0.505
4414,2,0,0.505
4415,2,0,0.505
4416,1,1,0.505
4417,2,0,0.505
4418,2,0,0.505
4419,1,1,0.505
4420,1,1,0.505
4421,2,0,0.505
4422,1,1,0.505
4423,1,1,0.505
4424,2,0,0.505
4425,2,0,0.5
4426,1,1,0.505
4427,2,0,0.505
4428,1,1,0.505
4429,1,1,0.505
4430,2,0,0.505
4431,1,1,0.505
4432,2,0,0.5
4433,2,0,0.5
4434,1,1,0.505
4435,2,0,0.5
4436,2,0,0.5
4437,1,1,0.5
4438,1,1,0.5
4439,2,0,0.5
4440,1,1,0.5
4441,2,0,0.5
4442,2,0,0.5
4443,1,1,0.5
4444,2,0,0.5
4445,1,1,0.505
4446,1,1,0.505
4447,2,0,0.5
4448,2,0,0.5
4449,1,1,0.5
4450,2,0,0.495
4451,2,0,0.495
4452,1,1,0.495
4453,2,0,0.495
4454,1,1,0.5
4455,1,1,0.5
4456,2,0,0.495
4457,1,1,0.5
4458,2,0,0.495
4459,2,0,0.49
4460,1,1,0.495
4461,1,1,0.5
4462,2,0,0.495
4463,1,1,0.5
4464,1,1,0.505
4465,2,0,0.5
4466,2,0,0.5
4467,1,1,0.5
4468,2,0,0.495
4469,1,1,0.5
4470,1,1,0.5
4471,2,0,0.5
4472,1,1,0.505
4473,1,1,0.505
4474,2,0,0.5
4475,2,0,0.5
4476,1,1,0.5
4477,2,0,0.495
4478,2,0,0.495
4479,1,1,0.5
4480,2,0,0.495
4481,1,1,0.5
4482,1,1,0.5
4483,2,0,0.495
4484,2,0,0.495
4485,1,1,0.495
4486,2,0,0.49
4487,2,0,0.49
4488,1,1,0.495
4489,1,1,0.495
4490,2,0,0.495
4491,1,1,0.5
4492,1,1,0.5
4493,2,0,0.5
4494,1,1,0.5
4495,2,0,0.495
4496,2,0,0.495
4497,1,1,0.5
4498,2,0,0.495
4499,1,1,0.5
4500,1,1,0.505
4501,2,0,0.5
4502,2,0,0.495
4503,1,1,0.5
4504,2,0,0.495
4505,2,0,0.49
4506,1,1,0.495
4507,1,1,0.495
4508,2,0,0.495
4509,1,1,0.5
4510,2,0,0.495
4511,2,0,0.495
4512,1,1,0.5
4513,2,0,0.495
4514,2,0,0.49
4515,1,1,0.495
4516,1,1,0.495
4517,2,0,0.495
4518,1,1,0.5
4519,1,1,0.5
4520,2,0,0.5
4521,2,0,0.495
4522,1,1,0.495
4523,2,0,0.495
4524,1,1,0.5
4525,1,1,0.5
4526,2,0,0.5
4527,1,1,0.505
4528,2,0,0.5
4529,2,0,0.495
4530,1,1,0.5
4531,2,0,0.495
4532,2,0,0.49
4533,1,1,0.495
4534,1,1,0.495
4535,2,0,0.495
4536,1,1,0.5
4537,2,0,0.495
4538,2,0,0.49
4539,1,1,0.495
4540,2,0,0.49
4541,1,1,0.49
4542,1,1,0.495
4543,2,0,0.495
4544,2,0,0.49
4545,1,1,0.495
4546,2,0,0.49
4547,2,0,0.485
4548,1,1,0.49
4549,1,1,0.49
4550,2,0,0.485
4551,1,1,0.49
4552,1,1,0.495
4553,2,0,0.49
4554,1,1,0.495
4555,2,0,0.495
4556,2,0,0.49
4557,1,1,0.49
4558,2,0,0.49
4559,2,0,0.485
4560,1,1,0.49
4561,1,1,0.495
4562,2,0,0.49
4563,1,1,0.495
4564,2,0,0.49
4565,2,0,0.485
4566,1,1,0.49
4567,2,0,0.485
4568,1,1,0.485
4569,1,1,0.49
4570,2,0,0.49
4571,2,0,0.485
4572,1,1,0.49
4573,2,0,0.49
4574,2,0,0.485
4575,1,1,0.49
4576,2,0,0.485
4577,1,1,0.485
4578,1,1,0.49
4579,2,0,0.49
4580,1,1,0.49
4581,2,0,0.49
4582,2,0,0.49
4583,1,1,0.49
4584,1,1,0.49
4585,2,0,0.49
4586,1,1,0.49
4587,1,1,0.495
4588,2,0,0.495
4589,2,0,0.49
4590,1,1,0.495
4591,2,0,0.495
4592,2,0,0.49
4593,1,1,0.49
4594,2,0,0.49
4595,1,1,0.49
4596,1,1,0.49
4597,2,0,0.49
4598,2,0,0.49
4599,1,1,0.49
4600,2,0,0.49
4601,2,0,0.485
4602,1,1,0.485
4603,1,1,0.49
4604,2,0,0.485
4605,1,1,0.49
4606,2,0,0.49
4607,2,0,0.485
4608,1,1,0.485
4609,2,0,0.485
4610,1,1,0.485
4611,1,1,0.485
4612,2,0,0.485
4613,1,1,0.485
4614,1,1,0.49
4615,2,0,0.49
4616,2,0,0.485
4617,1,1,0.49
4618,2,0,0.49
4619,2,0,0.485
4620,1,1,0.485
4621,1,1,0.49
4622,2,0,0.485
4623,1,1,0.485
4624,2,0,0.485
4625,2,0,0.485
4626,1,1,0.485
4627,2,0,0.485
4628,2,0,0.48
4629,1,1,0.48
4630,1,1,0.485
4631,2,0,0.48
4632,1,1,0.485
4633,1,1,0.49
4634,2,0,0.485
4635,1,1,0.49
4636,2,0,0.49
4637,2,0,0.485
4638,1,1,0.485
4639,1,1,0.49
4640,2,0,0.485
4641,1,1,0.49
4642,1,1,0.495
4643,2,0,0.49
4644,2,0,0.49
4645,1,1,0.49
4646,2,0,0.485
4647,1,1,0.49
4648,1,1,0.495
4649,2,0,0.49
4650,1,1,0.495
4651,2,0,0.495
4652,2,0,0.49
4653,1,1,0.495
4654,2,0,0.49
4655,2,0,0.485
4656,1,1,0.49
4657,1,1,0.49
4658,2,0,0.49
4659,1,1,0.495
4660,1,1,0.495
4661,2,0,0.49
4662,1,1,0.495
4663,2,0,0.49
4664,2,0,0.485
4665,1,1,0.49
4666,1,1,0.495
4667,2,0,0.49
4668,1,1,0.495
4669,1,1,0.495
4670,2,0,0.49
4671,2,0,0.49
4672,1,1,0.49
4673,2,0,0.485
4674,2,0,0.485
4675,1,1,0.49
4676,2,0,0.485
4677,1,1,0.49
4678,1,1,0.495
4679,2,0,0.49
4680,1,1,0.495
4681,2,0,0.49
4682,2,0,0.485
4683,1,1,0.49
4684,1,1,0.495
4685,2,0,0.49
4686,1,1,0.495
4687,1,1,0.5
4688,2,0,0.495
4689,1,1,0.495
4690,2,0,0.495
4691,2,0,0.49
4692,1,1,0.49
4693,2,0,0.49
4694,2,0,0.485
4695,1,1,0.49
4696,1,1,0.495
4697,2,0,0.49
4698,1,1,0.495
4699,1,1,0.495
4700,2,0,0.49
4701,2,0,0.49
4702,1,1,0.495
4703,2,0,0.49
4704,1,1,0.495
4705,1,1,0.5
4706,2,0,0.495
4707,1,1,0.495
4708,2,0,0.495
4709,2,0,0.49
4710,1,1,0.495
4711,2,0,0.495
4712,2,0,0.49
4713,1,1,0.495
4714,1,1,0.5
4715,2,0,0.495
4716,1,1,0.495
4717,2,0,0.495
4718,2,0,0.49
4719,1,1,0.49
4720,2,0,0.49
4721,1,1,0.495
4722,1,1,0.495
4723,2,0,0.495
4724,2,0,0.49
4725,1,1,0.49
4726,2,0,0.49
4727,2,0,0.485
4728,1,1,0.49
4729,2,0,0.49
4730,1,1,0.49
4731,1,1,0.495
4732,2,0,0.495
4733,1,1,0.495
4734,1,1,0.495
4735,2,0,0.495
4736,2,0,0.49
4737,1,1,0.495
4738,2,0,0.495
4739,2,0,0.49
4740,1,1,0.495
4741,1,1,0.495
4742,2,0,0.49
4743,1,1,0.495
4744,2,0,0.495
4745,2,0,0.49
4746,1,1,0.495
4747,2,0,0.495
4748,2,0,0.49
4749,1,1,0.49
4750,1,1,0.495
4751,2,0,0.49
4752,1,1,0.49
4753,1,1,0.495
4754,2,0,0.49
4755,1,1,0.495
4756,2,0,0.495
4757,2,0,0.49
4758,1,1,0.495
4759,1,1,0.5
4760,2,0,0.495
4761,1,1,0.495
4762,1,1,0.5
4763,2,0,0.495
4764,2,0,0.495
4765,1,1,0.5
4766,2,0,0.495
4767,2,0,0.495
4768,1,1,0.495
4769,2,0,0.49
4770,1,1,0.495
4771,1,1,0.5
4772,2,0,0.495
4773,1,1,0.5
4774,2,0,0.5
4775,2,0,0.495
4776,1,1,0.5
4777,1,1,0.5
4778,2,0,0.495
4779,1,1,0.5
4780,1,1,0.5
4781,2,0,0.5
4782,2,0,0.5
4783,1,1,0.5
4784,2,0,0.495
4785,1,1,0.5
4786,1,1,0.5
4787,2,0,0.495
4788,1,1,0.5
4789,1,1,0.505
4790,2,0,0.5
4791,2,0,0.5
4792,1,1,0.505
4793,2,0,0.5
4794,2,0,0.5
4795,1,1,0.5
4796,2,0,0.495
4797,1,1,0.5
4798,1,1,0.505
4799,2,0,0.5
4800,1,1,0.505
4801,2,0,0.505
4802,2,0,0.5
4803,1,1,0.5
4804,1,1,0.505
4805,2,0,0.5
4806,1,1,0.505
4807,1,1,0.51
4808,2,0,0.505
4809,1,1,0.51
4810,2,0,0.505
4811,2,0,0.5
4812,1,1,0.505
4813,2,0,0.5
4814,2,0,0.495
4815,1,1,0.5
4816,1,1,0.505
4817,2,0,0.5
4818,1,1,0.505
4819,2,0,0.505
4820,2,0,0.5
4821,1,1,0.5
4822,2,0,0.5
4823,1,1,0.5
4824,1,1,0.505
4825,2,0,0.505
4826,2,0,0.5
4827,1,1,0.505
4828,2,0,0.505
4829,2,0,0.5
4830,1,1,0.5
4831,1,1,0.505
4832,2,0,0.5
4833,1,1,0.5
4834,1,1,0.505
4835,2,0,0.5
4836,1,1,0.505
4837,2,0,0.505
4838,2,0,0.5
4839,1,1,0.5
4840,2,0,0.5
4841,1,1,0.5
4842,1,1,0.5
4843,2,0,0.5
4844,2,0,0.5
4845,1,1,0.5
4846,2,0,0.5
4847,2,0,0.495
4848,1,1,0.495
4849,2,0,0.495
4850,1,1,0.495
4851,1,1,0.5
4852,2,0,0.5
4853,1,1,0.5
4854,1,1,0.505
4855,2,0,0.505
4856,2,0,0.5
4857,1,1,0.5
4858,2,0,0.5
4859,1,1,0.5
4860,1,1,0.5
4861,2,0,0.5
4862,1,1,0.5
4863,2,0,0.5
4864,2,0,0.5
4865,1,1,0.5
4866,2,0,0.495
4867,2,0,0.495
4868,1,1,0.495
4869,1,1,0.495
4870,2,0,0.495
4871,1,1,0.5
4872,1,1,0.5
4873,2,0,0.5
4874,1,1,0.505
4875,2,0,0.5
4876,2,0,0.5
4877,1,1,0.5
4878,1,1,0.5
4879,2,0,0.5
4880,1,1,0.5
4881,1,1,0.505
4882,2,0,0.505
4883,2,0,0.5
4884,1,1,0.5
4885,2,0,0.5
4886,1,1,0.5
4887,1,1,0.5
4888,2,0,0.5
4889,1,1,0.5
4890,2,0,0.5
4891,2,0,0.5
4892,1,1,0.5
4893,2,0,0.5
4894,2,0,0.5
4895,1,1,0.5
4896,1,1,0.5
4897,2,0,0.5
4898,1,1,0.5
4899,1,1,0.5
4900,2,0,0.5
4901,2,0,0.5
4902,1,1,0.5
4903,2,0,0.5
4904,1,1,0.5
4905,1,1,0.5
4906,2,0,0.5
4907,1,1,0.5
4908,1,1,0.505
4909,2,0,0.505
4910,2,0,0.5
4911,1,1,0.505
4912,2,0,0.505
4913,2,0,0.5
4914,1,1,0.5
4915,2,0,0.5
4916,1,1,0.5
4917,1,1,0.505
4918,2,0,0.505
4919,1,1,0.505
4920,2,0,0.505
4921,2,0,0.5
4922,1,1,0.5
4923,1,1,0.505
4924,2,0,0.505
4925,1,1,0.505
4926,1,1,0.51
4927,2,0,0.51
4928,2,0,0.505
4929,1,1,0.51
4930,2,0,0.505
4931,1,1,0.505
4932,1,1,0.51
4933,2,0,0.505
4934,1,1,0.505
4935,1,1,0.51
4936,2,0,0.51
4937,2,0,0.505
4938,1,1,0.51
4939,2,0,0.51
4940,2,0,0.505
4941,1,1,0.505
4942,1,1,0.51
4943,2,0,0.505
4944,1,1,0.51
4945,2,0,0.51
4946,2,0,0.505
4947,1,1,0.51
4948,2,0,0.51
4949,1,1,0.51
4950,1,1,0.51
4951,2,0,0.51
4952,1,1,0.51
4953,1,1,0.51
4954,2,0,0.51
4955,2,0,0.505
4956,1,1,0.51
4957,2,0,0.51
4958,2,0,0.505
4959,1,1,0.505
4960,2,0,0.505
4961,1,1,0.505
4962,1,1,0.505
4963,2,0,0.505
4964,2,0,0.505
4965,1,1,0.505
4966,2,0,0.505
4967,2,0,0.505
4968,1,1,0.505
4969,1,1,0.51
4970,2,0,0.505
4971,1,1,0.505
4972,2,0,0.505
4973,2,0,0.5
4974,1,1,0.505
4975,2,0,0.505
4976,2,0,0.5
4977,1,1,0.5
4978,1,1,0.505
4979,2,0,0.5
4980,1,1,0.5
4981,1,1,0.505
4982,2,0,0.505
4983,2,0,0.5
4984,1,1,0.505
4985,2,0,0.5
4986,1,1,0.5
4987,1,1,0.505
4988,2,0,0.5
4989,1,1,0.5
4990,2,0,0.5
4991,2,0,0.5
4992,1,1,0.5
4993,2,0,0.5
4994,2,0,0.5
4995,1,1,0.5
4996,1,1,0.505
4997,2,0,0.5
4998,1,1,0.5
4999,2,0,0.5
5000,2,0,0.495
5001,1,1,0.5
5002,2,0,0.5
5003,1,1,0.5
5004,1,1,0.5
5005,2,0,0.5
5006,2,0,0.495
5007,1,1,0.495
5008,2,0,0.495
5009,2,0,0.49
5010,1,1,0.495
5011,1,1,0.5
5012,2,0,0.495
5013,1,1,0.5
5014,1,1,0.505
5015,2,0,0.5
5016,1,1,0.5
5017,2,0,0.5
5018,2,0,0.495
5019,1,1,0.5
5020,2,0,0.5
5021,2,0,0.495
5022,1,1,0.5
5023,1,1,0.5
5024,2,0,0.495
5025,1,1,0.5
5026,2,0,0.5
5027,2,0,0.495
5028,1,1,0.5
5029,2,0,0.5
5030,1,1,0.5
5031,1,1,0.5
5032,2,0,0.5
5033,1,1,0.5
5034,1,1,0.5
5035,2,0,0.5
5036,2,0,0.495
5037,1,1,0.5
5038,2,0,0.5
5039,2,0,0.495
5040,1,1,0.5
5041,1,1,0.5
5042,2,0,0.495
5043,1,1,0.5
5044,2,0,0.5
5045,2,0,0.495
5046,1,1,0.5
5047,2,0,0.5
5048,1,1,0.5
5049,1,1,0.505
5050,2,0,0.5
5051,2,0,0.495
5052,1,1,0.5
5053,2,0,0.495
5054,2,0,0.49
5055,1,1,0.495
5056,2,0,0.495
5057,1,1,0.495
5058,1,1,0.5
5059,2,0,0.495
5060,1,1,0.495
5061,1,1,0.5
5062,2,0,0.495
5063,2,0,0.495
5064,1,1,0.5
5065,2,0,0.495
5066,2,0,0.495
5067,1,1,0.5
5068,1,1,0.5
5069,2,0,0.495
5070,1,1,0.5
5071,2,0,0.495
5072,2,0,0.49
5073,1,1,0.495
5074,2,0,0.49
5075,2,0,0.49
5076,1,1,0.495
5077,1,1,0.495
5078,2,0,0.49
5079,1,1,0.495
5080,1,1,0.495
5081,2,0,0.49
5082,1,1,0.495
5083,2,0,0.495
5084,2,0,0.49
5085,1,1,0.495
5086,1,1,0.495
5087,2,0,0.49
5088,1,1,0.495
5089,1,1,0.495
5090,2,0,0.495
5091,2,0,0.495
5092,1,1,0.495
5093,2,0,0.495
5094,2,0,0.495
5095,1,1,0.495
5096,2,0,0.49
5097,1,1,0.495
5098,1,1,0.495
5099,2,0,0.49
5100,1,1,0.495
5101,2,0,0.495
5102,2,0,0.49
5103,1,1,0.495
5104,1,1,0.495
5105,2,0,0.49
5106,1,1,0.495
5107,1,1,0.495
5108,2,0,0.49
5109,2,0,0.49
5110,1,1,0.495
5111,2,0,0.49
5112,1,1,0.495
5113,1,1,0.5
5114,2,0,0.495
5115,1,1,0.5
5116,1,1,0.5
5117,2,0,0.495
5118,2,0,0.495
5119,1,1,0.495
5120,2,0,0.495
5121,2,0,0.495
5122,1,1,0.495
5123,1,1,0.495
5124,2,0,0.495
5125,1,1,0.495
5126,2,0,0.49
5127,2,0,0.49
5128,1,1,0.495
5129,2,0,0.49
5130,1,1,0.495
5131,1,1,0.495
5132,2,0,0.49
5133,1,1,0.495
5134,1,1,0.495
5135,2,0,0.49
5136,2,0,0.49
5137,1,1,0.495
5138,2,0,0.49
5139,1,1,0.495
5140,1,1,0.5
5141,2,0,0.495
5142,1,1,0.495
5143,2,0,0.495
5144,2,0,0.49
5145,1,1,0.495
5146,1,1,0.5
5147,2,0,0.495
5148,1,1,0.5
5149,1,1,0.5
5150,2,0,0.495
5151,2,0,0.495
5152,1,1,0.495
5153,2,0,0.49
5154,2,0,0.49
5155,1,1,0.495
5156,2,0,0.49
5157,1,1,0.495
5158,1,1,0.5
5159,2,0,0.495
5160,1,1,0.5
5161,2,0,0.495
5162,2,0,0.49
5163,1,1,0.495
5164,1,1,0.5
5165,2,0,0.495
5166,1,1,0.5
5167,1,1,0.505
5168,2,0,0.5
5169,1,1,0.5
5170,2,0,0.5
5171,2,0,0.495
5172,1,1,0.5
5173,2,0,0.5
5174,2,0,0.495
5175,1,1,0.5
5176,1,1,0.505
5177,2,0,0.5
5178,1,1,0.5
5179,2,0,0.5
5180,2,0,0.495
5181,1,1,0.495
5182,2,0,0.495
5183,1,1,0.5
5184,1,1,0.5
5185,2,0,0.5
5186,2,0,0.495
5187,1,1,0.495
5188,2,0,0.495
5189,2,0,0.49
5190,1,1,0.495
5191,1,1,0.5
5192,2,0,0.495
5193,1,1,0.5
5194,1,1,0.505
5195,2,0,0.5
5196,1,1,0.5
5197,2,0,0.5
5198,2,0,0.495
5199,1,1,0.5
5200,2,0,0.5
5201,2,0,0.495
5202,1,1,0.5
5203,1,1,0.5
5204,2,0,0.495
5205,1,1,0.5
5206,2,0,0.5
5207,2,0,0.495
5208,1,1,0.5
5209,2,0,0.5
5210,1,1,0.5
5211,1,1,0.5
5212,2,0,0.5
5213,1,1,0.5
5214,1,1,0.5
5215,2,0,0.5
5216,2,0,0.495
5217,1,1,0.5
5218,2,0,0.5
5219,2,0,0.495
5220,1,1,0.5
5221,1,1,0.505
5222,2,0,0.5
5223,1,1,0.5
5224,2,0,0.5
5225,2,0,0.495
5226,1,1,0.5
5227,2,0,0.5
